일자,노선,시간,정류장,승차승객,하차승객,환승
2022년 06월 25일,711번(신탄진~대전역),19:00,대전역,31,1,7
2022년 06월 25일,711번(신탄진~대전역),19:00,삼성초등학교,2,0,2
2022년 06월 25일,711번(신탄진~대전역),19:00,삼성네거리,1,1,0
2022년 06월 25일,711번(신탄진~대전역),19:00,한밭자이아파트,0,3,0
2022년 06월 25일,711번(신탄진~대전역),19:00,솔랑마을아파트,1,1,0
2022년 06월 25일,711번(신탄진~대전역),19:00,대덕구청,5,2,1
2022년 06월 25일,711번(신탄진~대전역),19:00,한남오거리,3,3,0
2022년 06월 25일,711번(신탄진~대전역),19:00,한남대학교,1,3,0
2022년 06월 25일,711번(신탄진~대전역),19:00,대전신학대학교,2,6,0
2022년 06월 25일,711번(신탄진~대전역),19:00,한남로삼거리,3,9,1
2022년 06월 25일,711번(신탄진~대전역),19:00,한숲아파트,2,7,0
2022년 06월 25일,711번(신탄진~대전역),19:00,동대전고등학교,1,2,0
2022년 06월 25일,711번(신탄진~대전역),19:00,중리동주민센터,4,17,0
2022년 06월 25일,711번(신탄진~대전역),19:00,중리근린공원,4,2,0
2022년 06월 25일,711번(신탄진~대전역),19:00,중리시장,9,2,3
2022년 06월 25일,711번(신탄진~대전역),19:00,유원아파트,4,2,1
2022년 06월 25일,711번(신탄진~대전역),19:00,삼정하이츠타운,4,9,2
2022년 06월 25일,711번(신탄진~대전역),19:00,읍내동현대아파트,1,8,1
2022년 06월 25일,711번(신탄진~대전역),19:00,연축아파트,0,2,0
2022년 06월 25일,711번(신탄진~대전역),19:00,와동현대아파트,1,3,1
2022년 06월 25일,711번(신탄진~대전역),19:00,선바위삼거리,0,2,0
2022년 06월 25일,711번(신탄진~대전역),19:00,신탄진한일병원,0,1,0
2022년 06월 25일,711번(신탄진~대전역),19:00,덕암동주민센터,1,0,0
2022년 06월 25일,711번(신탄진~대전역),19:00,남경마을,0,1,0
2022년 06월 25일,711번(신탄진~대전역),19:00,석봉과선교,0,3,0
2022년 06월 25일,711번(신탄진~대전역),19:00,석봉초등학교,0,2,0
2022년 06월 25일,711번(신탄진~대전역),19:00,신탄진고등학교,2,1,0
2022년 06월 25일,711번(신탄진~대전역),19:00,동일스위트리버스카이,1,2,0
2022년 06월 25일,711번(신탄진~대전역),19:00,신탄진시장,0,3,0
2022년 06월 25일,711번(신탄진~대전역),19:00,금강엑슬루타워,0,2,0
2022년 06월 25일,711번(신탄진~대전역),20:00,금강엑슬루타워,2,0,0
2022년 06월 25일,711번(신탄진~대전역),20:00,신탄진시장,1,1,0
2022년 06월 25일,711번(신탄진~대전역),20:00,신탄진동행정복지센터,2,0,0
2022년 06월 25일,711번(신탄진~대전역),20:00,새여울아파트,1,1,0
2022년 06월 25일,711번(신탄진~대전역),20:00,신탄진고등학교,1,0,0
2022년 06월 25일,711번(신탄진~대전역),20:00,석봉초등학교,1,0,0
2022년 06월 25일,711번(신탄진~대전역),20:00,남경마을,1,0,0
2022년 06월 25일,711번(신탄진~대전역),20:00,평촌동,2,1,0
2022년 06월 25일,711번(신탄진~대전역),20:00,신탄진한일병원,1,0,1
2022년 06월 25일,711번(신탄진~대전역),20:00,선바위,3,0,0
2022년 06월 25일,711번(신탄진~대전역),20:00,신대주공아파트,2,0,1
2022년 06월 25일,711번(신탄진~대전역),20:00,와동초등학교,2,0,1
2022년 06월 25일,711번(신탄진~대전역),20:00,읍내동현대아파트,3,1,1
2022년 06월 25일,711번(신탄진~대전역),20:00,법동주공3단지,2,1,0
2022년 06월 25일,711번(신탄진~대전역),20:00,안산도서관,5,0,0
2022년 06월 25일,711번(신탄진~대전역),20:00,중리시장,4,2,1
2022년 06월 25일,711번(신탄진~대전역),20:00,중리근린공원,3,2,0
2022년 06월 25일,711번(신탄진~대전역),20:00,중리동주민센터,11,5,0
2022년 06월 25일,711번(신탄진~대전역),20:00,한남병원,2,3,2
2022년 06월 25일,711번(신탄진~대전역),20:00,동대전고등학교,1,1,0
2022년 06월 25일,711번(신탄진~대전역),20:00,한숲아파트,4,5,0
2022년 06월 25일,711번(신탄진~대전역),20:00,한남로삼거리,9,10,1
2022년 06월 25일,711번(신탄진~대전역),20:00,대전신학대학교,1,1,0
2022년 06월 25일,711번(신탄진~대전역),20:00,한남오거리,0,2,0
2022년 06월 25일,711번(신탄진~대전역),20:00,솔랑마을아파트,3,2,1
2022년 06월 25일,711번(신탄진~대전역),20:00,한밭자이아파트,1,0,0
2022년 06월 25일,711번(신탄진~대전역),20:00,삼성초등학교,0,6,0
2022년 06월 25일,711번(신탄진~대전역),20:00,대전역,0,5,0
2022년 06월 25일,711번(신탄진~대전역),20:00,으능정이거리,0,8,0
2022년 06월 25일,711번(신탄진~대전역),20:00,대흥동성당,0,3,0
2022년 06월 25일,711번(신탄진~대전역),20:00,대흥동우체국,1,0,1
2022년 06월 25일,711번(신탄진~대전역),20:00,이스트시티아파트,0,2,0
2022년 06월 25일,711번(신탄진~대전역),20:00,대전역동광장,1,0,0
2022년 06월 25일,711번(신탄진~대전역),20:00,대동역3번출구,3,0,2
2022년 06월 25일,711번(신탄진~대전역),20:00,원동네거리,2,0,0
2022년 06월 25일,711번(신탄진~대전역),20:00,대흥동우체국,3,0,0
2022년 06월 25일,711번(신탄진~대전역),20:00,대흥동성당,7,0,1
2022년 06월 25일,711번(신탄진~대전역),20:00,으능정이거리,32,0,4
2022년 06월 25일,711번(신탄진~대전역),20:00,대전역,8,0,2
2022년 06월 25일,711번(신탄진~대전역),20:00,삼성네거리,2,0,0
2022년 06월 25일,711번(신탄진~대전역),20:00,한밭자이아파트,2,7,0
2022년 06월 25일,711번(신탄진~대전역),20:00,대덕구청,1,0,1
2022년 06월 25일,711번(신탄진~대전역),20:00,한남오거리,5,2,1
2022년 06월 25일,711번(신탄진~대전역),20:00,대전신학대학교,3,6,1
2022년 06월 25일,711번(신탄진~대전역),20:00,한남로삼거리,2,6,0
2022년 06월 25일,711번(신탄진~대전역),20:00,한숲아파트,1,7,0
2022년 06월 25일,711번(신탄진~대전역),20:00,동대전고등학교,1,5,0
2022년 06월 25일,711번(신탄진~대전역),20:00,중리동주민센터,4,8,0
2022년 06월 25일,711번(신탄진~대전역),20:00,중리근린공원,6,2,1
2022년 06월 25일,711번(신탄진~대전역),20:00,중리시장,0,2,0
2022년 06월 25일,711번(신탄진~대전역),20:00,유원아파트,0,5,0
2022년 06월 25일,711번(신탄진~대전역),20:00,읍내동현대아파트,1,0,1
2022년 06월 25일,711번(신탄진~대전역),20:00,와동현대아파트,1,0,1
2022년 06월 25일,711번(신탄진~대전역),20:00,상서삼거리,2,0,0
2022년 06월 25일,711번(신탄진~대전역),20:00,신탄진한일병원,0,2,0
2022년 06월 25일,711번(신탄진~대전역),20:00,평촌동,1,1,0
2022년 06월 25일,711번(신탄진~대전역),20:00,덕암동주민센터,0,2,0
2022년 06월 25일,711번(신탄진~대전역),20:00,남경마을,2,0,1
2022년 06월 25일,711번(신탄진~대전역),20:00,석봉과선교,0,1,0
2022년 06월 25일,711번(신탄진~대전역),20:00,석봉초등학교,2,3,0
2022년 06월 25일,711번(신탄진~대전역),20:00,신탄진고등학교,6,3,0
2022년 06월 25일,711번(신탄진~대전역),20:00,동일스위트리버스카이,2,4,0
2022년 06월 25일,711번(신탄진~대전역),20:00,신탄진동행정복지센터,2,1,0
2022년 06월 25일,711번(신탄진~대전역),20:00,신탄진시장,0,5,0
2022년 06월 25일,711번(신탄진~대전역),20:00,금강엑슬루타워,0,6,0
2022년 06월 25일,711번(신탄진~대전역),21:00,금강엑슬루타워정문,1,0,0
2022년 06월 25일,711번(신탄진~대전역),21:00,금강엑슬루타워,2,0,0
2022년 06월 25일,711번(신탄진~대전역),21:00,신탄진시장,5,0,2
2022년 06월 25일,711번(신탄진~대전역),21:00,신탄진동행정복지센터,2,1,0
2022년 06월 25일,711번(신탄진~대전역),21:00,새여울아파트,0,1,0
2022년 06월 25일,711번(신탄진~대전역),21:00,신탄진고등학교,3,2,0
2022년 06월 25일,711번(신탄진~대전역),21:00,석봉초등학교,1,0,0
2022년 06월 25일,711번(신탄진~대전역),21:00,평촌동,0,2,0
2022년 06월 25일,711번(신탄진~대전역),21:00,상서삼거리,1,0,0
2022년 06월 25일,711번(신탄진~대전역),21:00,신대주공아파트,4,0,2
2022년 06월 25일,711번(신탄진~대전역),21:00,와동초등학교,1,0,0
2022년 06월 25일,711번(신탄진~대전역),21:00,읍내동현대아파트,3,1,0
2022년 06월 25일,711번(신탄진~대전역),21:00,영진아파트,2,0,0
2022년 06월 25일,711번(신탄진~대전역),21:00,법동주공3단지,6,0,0
2022년 06월 25일,711번(신탄진~대전역),21:00,안산도서관,0,1,0
2022년 06월 25일,711번(신탄진~대전역),21:00,중리시장,1,0,0
2022년 06월 25일,711번(신탄진~대전역),21:00,중리근린공원,2,0,0
2022년 06월 25일,711번(신탄진~대전역),21:00,중리동주민센터,5,2,0
2022년 06월 25일,711번(신탄진~대전역),21:00,한남병원,3,1,1
2022년 06월 25일,711번(신탄진~대전역),21:00,동대전고등학교,2,2,2
2022년 06월 25일,711번(신탄진~대전역),21:00,한남로삼거리,6,9,0
2022년 06월 25일,711번(신탄진~대전역),21:00,대전신학대학교,1,0,0
2022년 06월 25일,711번(신탄진~대전역),21:00,한남오거리,0,2,0
2022년 06월 25일,711번(신탄진~대전역),21:00,대덕구청,1,0,0
2022년 06월 25일,711번(신탄진~대전역),21:00,한밭자이아파트,1,0,0
2022년 06월 25일,711번(신탄진~대전역),21:00,삼성초등학교,1,0,1
2022년 06월 25일,711번(신탄진~대전역),21:00,대전역,2,4,2
2022년 06월 25일,711번(신탄진~대전역),21:00,으능정이거리,1,16,0
2022년 06월 25일,711번(신탄진~대전역),21:00,대흥동성당,0,5,0
2022년 06월 25일,711번(신탄진~대전역),21:00,이스트시티아파트,0,1,0
2022년 06월 25일,711번(신탄진~대전역),21:00,대동역3번출구,2,0,2
2022년 06월 25일,711번(신탄진~대전역),21:00,대전화병원,1,0,0
2022년 06월 25일,711번(신탄진~대전역),21:00,원동네거리,3,0,0
2022년 06월 25일,711번(신탄진~대전역),21:00,대흥동우체국,1,0,0
2022년 06월 25일,711번(신탄진~대전역),21:00,대흥동성당,14,0,0
2022년 06월 25일,711번(신탄진~대전역),21:00,으능정이거리,21,0,4
2022년 06월 25일,711번(신탄진~대전역),21:00,대전역,22,10,8
2022년 06월 25일,711번(신탄진~대전역),21:00,삼성초등학교,1,1,1
2022년 06월 25일,711번(신탄진~대전역),21:00,한밭자이아파트,1,2,0
2022년 06월 25일,711번(신탄진~대전역),21:00,솔랑마을아파트,1,1,1
2022년 06월 25일,711번(신탄진~대전역),21:00,대덕구청,2,3,2
2022년 06월 25일,711번(신탄진~대전역),21:00,한남오거리,2,3,0
2022년 06월 25일,711번(신탄진~대전역),21:00,한남대학교,3,7,1
2022년 06월 25일,711번(신탄진~대전역),21:00,대전신학대학교,1,9,0
2022년 06월 25일,711번(신탄진~대전역),21:00,한남로삼거리,2,6,0
2022년 06월 25일,711번(신탄진~대전역),21:00,한숲아파트,1,5,0
2022년 06월 25일,711번(신탄진~대전역),21:00,동대전고등학교,1,6,0
2022년 06월 25일,711번(신탄진~대전역),21:00,중리동주민센터,1,5,0
2022년 06월 25일,711번(신탄진~대전역),21:00,중리근린공원,0,3,0
2022년 06월 25일,711번(신탄진~대전역),21:00,중리시장,2,1,0
2022년 06월 25일,711번(신탄진~대전역),21:00,유원아파트,1,4,0
2022년 06월 25일,711번(신탄진~대전역),21:00,삼정하이츠타운,2,4,0
2022년 06월 25일,711번(신탄진~대전역),21:00,읍내동현대아파트,4,5,0
2022년 06월 25일,711번(신탄진~대전역),21:00,연축아파트,0,1,0
2022년 06월 25일,711번(신탄진~대전역),21:00,와동현대아파트,5,4,1
2022년 06월 25일,711번(신탄진~대전역),21:00,선바위삼거리,0,1,0
2022년 06월 25일,711번(신탄진~대전역),21:00,신탄진한일병원,1,3,1
2022년 06월 25일,711번(신탄진~대전역),21:00,덕암동주민센터,1,1,0
2022년 06월 25일,711번(신탄진~대전역),21:00,남경마을,0,4,0
2022년 06월 25일,711번(신탄진~대전역),21:00,석봉과선교,0,1,0
2022년 06월 25일,711번(신탄진~대전역),21:00,석봉초등학교,0,4,0
2022년 06월 25일,711번(신탄진~대전역),21:00,신탄진고등학교,1,3,0
2022년 06월 25일,711번(신탄진~대전역),21:00,동일스위트리버스카이,0,1,0
2022년 06월 25일,711번(신탄진~대전역),21:00,신탄진동행정복지센터,2,0,0
2022년 06월 25일,711번(신탄진~대전역),21:00,신탄진시장,0,2,0
2022년 06월 25일,711번(신탄진~대전역),21:00,금강엑슬루타워,1,2,0
2022년 06월 25일,711번(신탄진~대전역),22:00,금강엑슬루타워,1,0,0
2022년 06월 25일,711번(신탄진~대전역),22:00,신탄진시장,1,0,0
2022년 06월 25일,711번(신탄진~대전역),22:00,신탄진동행정복지센터,1,0,0
2022년 06월 25일,711번(신탄진~대전역),22:00,새여울아파트,2,0,0
2022년 06월 25일,711번(신탄진~대전역),22:00,신탄진고등학교,3,1,0
2022년 06월 25일,711번(신탄진~대전역),22:00,석봉초등학교,5,0,0
2022년 06월 25일,711번(신탄진~대전역),22:00,남경마을,1,0,0
2022년 06월 25일,711번(신탄진~대전역),22:00,덕암동주민센터,0,1,0
2022년 06월 25일,711번(신탄진~대전역),22:00,평촌동,3,0,0
2022년 06월 25일,711번(신탄진~대전역),22:00,신탄진한일병원,3,0,0
2022년 06월 25일,711번(신탄진~대전역),22:00,신대주공아파트,3,0,2
2022년 06월 25일,711번(신탄진~대전역),22:00,성우동산,1,0,1
2022년 06월 25일,711번(신탄진~대전역),22:00,읍내동현대아파트,1,0,0
2022년 06월 25일,711번(신탄진~대전역),22:00,영진아파트,3,1,0
2022년 06월 25일,711번(신탄진~대전역),22:00,법동주공3단지,0,1,0
2022년 06월 25일,711번(신탄진~대전역),22:00,중리시장,4,1,0
2022년 06월 25일,711번(신탄진~대전역),22:00,중리근린공원,0,4,0
2022년 06월 25일,711번(신탄진~대전역),22:00,중리동주민센터,6,2,0
2022년 06월 25일,711번(신탄진~대전역),22:00,한남병원,5,1,3
2022년 06월 25일,711번(신탄진~대전역),22:00,동대전고등학교,2,2,1
2022년 06월 25일,711번(신탄진~대전역),22:00,한숲아파트,0,2,0
2022년 06월 25일,711번(신탄진~대전역),22:00,한남로삼거리,3,9,0
2022년 06월 25일,711번(신탄진~대전역),22:00,대전신학대학교,1,0,1
2022년 06월 25일,711번(신탄진~대전역),22:00,한남오거리,0,1,0
2022년 06월 25일,711번(신탄진~대전역),22:00,대덕구청,1,2,0
2022년 06월 25일,711번(신탄진~대전역),22:00,솔랑마을아파트,0,1,0
2022년 06월 25일,711번(신탄진~대전역),22:00,삼성초등학교,0,3,0
2022년 06월 25일,711번(신탄진~대전역),22:00,대전역,2,2,0
2022년 06월 25일,711번(신탄진~대전역),22:00,으능정이거리,0,5,0
2022년 06월 25일,711번(신탄진~대전역),22:00,대흥동성당,3,2,0
2022년 06월 25일,711번(신탄진~대전역),22:00,대동역2번출구,0,1,0
2022년 06월 25일,711번(신탄진~대전역),22:00,대흥동우체국,3,0,0
2022년 06월 25일,711번(신탄진~대전역),22:00,대흥동성당,3,0,0
2022년 06월 25일,711번(신탄진~대전역),22:00,으능정이거리,27,0,4
2022년 06월 25일,711번(신탄진~대전역),22:00,대전역,35,3,9
2022년 06월 25일,711번(신탄진~대전역),22:00,솔랑마을아파트,0,2,0
2022년 06월 25일,711번(신탄진~대전역),22:00,대덕구청,8,0,7
2022년 06월 25일,711번(신탄진~대전역),22:00,한남오거리,4,2,0
2022년 06월 25일,711번(신탄진~대전역),22:00,대전신학대학교,4,3,0
2022년 06월 25일,711번(신탄진~대전역),22:00,한남로삼거리,10,7,1
2022년 06월 25일,711번(신탄진~대전역),22:00,한숲아파트,2,2,0
2022년 06월 25일,711번(신탄진~대전역),22:00,동대전고등학교,0,1,0
2022년 06월 25일,711번(신탄진~대전역),22:00,중리동주민센터,7,6,0
2022년 06월 25일,711번(신탄진~대전역),22:00,중리근린공원,1,7,0
2022년 06월 25일,711번(신탄진~대전역),22:00,중리시장,1,3,1
2022년 06월 25일,711번(신탄진~대전역),22:00,유원아파트,3,6,0
2022년 06월 25일,711번(신탄진~대전역),22:00,삼정하이츠타운,1,6,0
2022년 06월 25일,711번(신탄진~대전역),22:00,읍내동현대아파트,0,5,0
2022년 06월 25일,711번(신탄진~대전역),22:00,연축아파트,0,1,0
2022년 06월 25일,711번(신탄진~대전역),22:00,와동현대아파트,1,2,1
2022년 06월 25일,711번(신탄진~대전역),22:00,신탄진한일병원,1,1,0
2022년 06월 25일,711번(신탄진~대전역),22:00,평촌동,0,1,0
2022년 06월 25일,711번(신탄진~대전역),22:00,덕암동주민센터,1,0,1
2022년 06월 25일,711번(신탄진~대전역),22:00,석봉과선교,0,3,0
2022년 06월 25일,711번(신탄진~대전역),22:00,신탄진고등학교,0,6,0
2022년 06월 25일,711번(신탄진~대전역),22:00,동일스위트리버스카이,0,2,0
2022년 06월 25일,711번(신탄진~대전역),22:00,신탄진시장,0,2,0
2022년 06월 25일,711번(신탄진~대전역),22:00,금강엑슬루타워,0,1,0
2022년 06월 25일,711번(신탄진~대전역),23:00,법동주공3단지,1,0,1
2022년 06월 25일,711번(신탄진~대전역),23:00,중리시장,1,1,0
2022년 06월 25일,711번(신탄진~대전역),23:00,중리근린공원,0,1,0
2022년 06월 25일,711번(신탄진~대전역),23:00,한숲아파트,0,1,0
2022년 06월 25일,711번(신탄진~대전역),23:00,한남로삼거리,1,1,0
2022년 06월 25일,711번(신탄진~대전역),23:00,한남오거리,1,0,0
2022년 06월 25일,711번(신탄진~대전역),23:00,한밭자이아파트,0,1,0
2022년 06월 25일,711번(신탄진~대전역),23:00,대전역,1,2,0
2022년 06월 25일,711번(신탄진~대전역),23:00,으능정이거리,0,1,0
2022년 06월 25일,711번(신탄진~대전역),23:00,대흥동성당,0,2,0
2022년 06월 25일,711번(신탄진~대전역),23:00,대흥동우체국,0,1,0
2022년 06월 25일,711번(신탄진~대전역),23:00,이스트시티아파트,0,2,0
2022년 06월 25일,711번(신탄진~대전역),23:00,대동역2번출구,0,1,0
2022년 06월 25일,711번(신탄진~대전역),23:00,한남대학교,0,3,0
2022년 06월 25일,711번(신탄진~대전역),23:00,대전신학대학교,0,5,0
2022년 06월 25일,711번(신탄진~대전역),23:00,한남로삼거리,4,8,1
2022년 06월 25일,711번(신탄진~대전역),23:00,한숲아파트,1,4,0
2022년 06월 25일,711번(신탄진~대전역),23:00,동대전고등학교,0,1,0
2022년 06월 25일,711번(신탄진~대전역),23:00,중리동주민센터,0,4,0
2022년 06월 25일,711번(신탄진~대전역),23:00,중리근린공원,1,0,0
2022년 06월 25일,711번(신탄진~대전역),23:00,중리시장,1,1,0
2022년 06월 25일,711번(신탄진~대전역),23:00,유원아파트,0,1,0
2022년 06월 25일,711번(신탄진~대전역),23:00,읍내동현대아파트,0,1,0
2022년 06월 25일,711번(신탄진~대전역),23:00,연축아파트,0,1,0
2022년 06월 25일,711번(신탄진~대전역),23:00,와동현대아파트,1,0,1
2022년 06월 25일,711번(신탄진~대전역),23:00,신탄진한일병원,4,0,4
2022년 06월 25일,711번(신탄진~대전역),23:00,남경마을,0,2,0
2022년 06월 25일,711번(신탄진~대전역),23:00,석봉초등학교,0,5,0
2022년 06월 25일,711번(신탄진~대전역),23:00,신탄진고등학교,0,2,0
2022년 06월 25일,711번(신탄진~대전역),23:00,동일스위트리버스카이,0,3,0
